frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1339314.995554,223595.000000,107.168092
4,2165938.410760,301545.000000,62.000000
8,1266010.563007,231175.000000,303.591831
16,2473557.635057,299488.000000,2759.454656
32,1639883.984771,280011.000000,2270.458544
64,2730213.790537,293278.000000,244881.185088
128,1281016.266161,176215.000000,19658.372745
256,3311744.910841,294934.000000,497834.665163
512,2891638.785973,288767.000000,51379.903357
1024,2102373.092390,278124.000000,191615.533976
2048,3276327.888531,300291.000000,723439.223686
4096,3736408.784578,291534.000000,1874396.631321
8192,3812160.266586,295772.000000,2191167.906587
16384,877729.451222,122380.000000,701964.635710
32768,1431575.829107,91886.000000,1347371.120971
65536,5796583.856727,299799.000000,2452858.556247
