frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2266784.587174,262871.000000,77.730303
4,1874629.214597,297462.000000,9028.615287
8,1941146.703220,282633.000000,19430.225938
16,2342219.531836,285386.000000,2762.348457
32,2531883.426086,293077.000000,532.134382
64,2145469.422915,282518.000000,18890.201058
128,2821936.180176,299286.000000,917.193546
256,2763183.562462,296263.000000,89102.515150
512,2471339.833510,280294.000000,181901.880702
1024,3616992.277191,304886.000000,309415.753675
2048,2829204.353530,264056.000000,403373.656453
4096,2835635.491099,297878.000000,888847.794852
8192,2934616.261875,302849.000000,222731.113493
16384,2540923.209483,271981.000000,831955.240777
32768,3223377.365765,301468.000000,2806820.273155
65536,912587.215911,73280.000000,814384.058968
