frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1508267.018831,270366.000000,164.219365
4,1551708.569450,297860.000000,107.065401
8,1977961.977483,290998.000000,258.073633
16,1761337.978166,296141.000000,184.935124
32,2837099.026904,301711.000000,140585.119967
64,2349278.552903,294251.000000,2932.593903
128,2679509.842074,301339.000000,237316.282998
256,2309987.080672,304114.000000,135835.487664
512,2355503.842807,300241.000000,319600.358379
1024,3239531.575171,284877.000000,43578.492666
2048,2476385.156556,300198.000000,125177.363617
4096,2040140.234006,205970.000000,822183.136325
8192,2505287.781452,190841.000000,1429903.761492
16384,1164319.400838,94824.000000,398166.282877
32768,2709565.893310,218280.000000,1450967.165827
65536,2862024.112936,239787.000000,2542341.369323
