frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1862120.084697,283052.000000,210.734430
4,2514081.724407,279946.000000,241.665057
8,1420817.378069,259505.000000,170944.091448
16,649287.995205,180679.000000,638.913140
32,1551182.822309,292182.000000,493.167314
64,2836948.065581,292348.000000,48943.715817
128,2720162.444770,284964.000000,185704.019243
256,3551779.574457,300349.000000,239942.734030
512,2461884.047587,265035.000000,154801.372875
1024,2254917.911816,292138.000000,60179.629760
2048,3282668.809033,294870.000000,50593.352824
4096,3165988.292733,268389.000000,168667.662176
8192,1856521.486641,223184.000000,549377.780511
16384,3307180.917964,269829.000000,2405626.417919
32768,2350297.896972,207946.000000,1486372.660947
65536,3669375.234765,243482.000000,2897999.795702
