frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2125280.945803,282709.000000,95.707889
4,1459007.474022,224572.000000,201.633331
8,1883405.188470,285294.000000,1038.803157
16,2382172.881781,296092.000000,490.886952
32,2166381.733858,291749.000000,450.017777
64,2713462.743436,295571.000000,193551.430653
128,3215505.361285,299273.000000,190822.427759
256,2117143.078475,278803.000000,23950.566778
512,3223758.618019,302972.000000,409936.078328
1024,2359092.516205,272362.000000,740715.527304
2048,3171602.112065,295927.000000,1108837.827664
4096,2005741.073989,252926.000000,55870.975184
8192,1707446.172226,268314.000000,102425.670322
16384,1747829.526394,193873.000000,790306.602249
32768,5094819.414773,301476.000000,2299152.544075
65536,4317418.142615,240151.000000,3428236.697319
