frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,585575.368666,143664.000000,338.233647
4,1444617.154578,237039.000000,1757.365927
8,2573332.330867,289676.000000,278115.032853
16,2310787.980607,275189.000000,189.865742
32,1798259.054206,294868.000000,948.072255
64,2240863.422388,290005.000000,1025.302394
128,2500074.207287,300603.000000,165384.429675
256,1851870.669032,292639.000000,107877.262025
512,2790128.350345,277974.000000,374658.491828
1024,2622738.293697,296763.000000,286227.213881
2048,2792469.040965,295978.000000,524194.032284
4096,2723600.803828,289433.000000,1087166.313483
8192,3351762.386475,289261.000000,1633455.011446
16384,2694955.435035,220939.000000,1811253.717674
32768,3767173.273551,241980.000000,3367844.096557
65536,3257746.077062,243385.000000,2770693.180046
