frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2194316.326379,295116.000000,104.326411
4,1926615.735826,294356.000000,577.711000
8,1939509.471496,287590.000000,24379.151646
16,1907951.310903,295136.000000,1702.754827
32,1375414.664634,288876.000000,210.653744
64,2330845.134221,295526.000000,142217.896880
128,2293885.721577,267668.000000,4846.325618
256,1981913.678204,231777.000000,386530.183495
512,3179280.129763,282837.000000,143556.800330
1024,2457692.458371,292440.000000,512003.644184
2048,2794812.914320,299960.000000,682944.455585
4096,3074496.493475,301980.000000,1143634.129630
8192,3491623.472315,296154.000000,1231216.340502
16384,3557572.225840,288146.000000,1942445.804930
32768,3368418.031851,303971.000000,1305048.732901
65536,5517706.765657,306298.000000,4429947.004786
