frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1642069.508536,287698.000000,4273.667980
4,1091438.057244,273992.000000,69.641941
8,1851193.590071,269569.000000,28755.632492
16,637049.723252,126775.000000,220.184014
32,1905119.518800,301836.000000,3189.241916
64,2417086.903932,278740.000000,2526.348947
128,3049896.613891,301685.000000,89755.968988
256,2483704.737740,300875.000000,219601.155131
512,2881515.210742,295362.000000,322432.894589
1024,3178647.784101,292841.000000,175627.925018
2048,2709753.457320,303284.000000,510150.400504
4096,1754798.358159,187432.000000,441539.603895
8192,2163553.469520,206510.000000,394692.979416
16384,3609019.775293,296257.000000,1807350.546572
32768,3095422.121890,275033.000000,1797320.333737
65536,934624.814707,125278.000000,0.000000
