frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1722784.841472,286221.000000,114.533838
4,2329318.902696,292920.000000,91.591484
8,1683065.877475,299763.000000,246.347316
16,2110089.767549,289291.000000,3901.329389
32,2405836.027019,299195.000000,279389.697679
64,2522734.649500,298719.000000,3245.909272
128,2484959.214703,296510.000000,56319.196834
256,2890466.283451,293357.000000,132728.601108
512,2703773.912880,303147.000000,124106.122049
1024,3457307.700106,298795.000000,883161.330475
2048,2585440.632931,302315.000000,568335.053769
4096,1687193.748334,247255.000000,516529.604477
8192,2629319.840191,293846.000000,451690.005027
16384,2109334.091736,157627.000000,1486223.380776
32768,4462345.136499,267033.000000,3277006.291058
65536,1578792.464110,186387.000000,1380987.886148
