frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2930112.491061,294335.000000,172.270137
4,1659787.323446,296965.000000,1619.445893
8,1657076.059667,289702.000000,139422.243900
16,2306865.434369,307367.000000,187.930838
32,2181810.976824,278933.000000,687.843005
64,1843423.200177,302823.000000,12567.718608
128,2431213.558475,302731.000000,52605.135814
256,2326364.141463,302652.000000,19431.694548
512,1965393.008561,300667.000000,58292.052597
1024,2533720.656267,293538.000000,258091.191661
2048,1481282.302988,272307.000000,357615.616780
4096,2513838.695405,299045.000000,733262.403758
8192,3176415.151037,245739.000000,724638.695084
16384,1963378.444197,204417.000000,1077035.089817
32768,2319892.703932,224315.000000,1758955.019342
65536,1783647.464446,258228.000000,1252859.185595
