frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2200424.077848,297525.000000,84.888162
4,1777571.950462,299712.000000,206.218331
8,1528506.384290,286056.000000,286.626935
16,1542440.176980,296249.000000,506.360543
32,2750732.731841,298192.000000,121858.314419
64,2959409.147369,296889.000000,35754.136796
128,2302433.998088,299087.000000,98607.711772
256,2810031.683015,284607.000000,139478.823694
512,2730261.796524,295107.000000,12436.387578
1024,1942359.729171,188965.000000,260574.997106
2048,3182637.536391,288240.000000,435348.896959
4096,2562416.840322,297872.000000,920368.639100
8192,2493656.808528,299884.000000,596716.177420
16384,3186296.165466,259691.000000,2385219.224058
32768,4520702.578354,296815.000000,1737163.264136
65536,1709404.698163,213069.000000,682757.547728
