frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2173424.252192,295613.000000,76.085478
4,897845.360002,185098.000000,740.858286
8,1579143.777328,296654.000000,165.420676
16,1361815.978837,261199.000000,179.791546
32,2291913.180444,278936.000000,329.877250
64,2497567.651469,298935.000000,141289.018859
128,2309219.348316,299358.000000,10094.335293
256,3154223.733294,304359.000000,228455.536565
512,3086542.177312,299589.000000,118998.877642
1024,3579822.446822,301208.000000,648626.756816
2048,1348397.700194,277126.000000,424874.985762
4096,2482559.067291,301280.000000,178441.611445
8192,2597633.994678,248806.000000,63900.714910
16384,3762455.756468,282577.000000,3001988.205552
32768,3884766.008903,291351.000000,2578860.549540
65536,3073745.839424,289643.000000,1213182.766856
