frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1355693.976791,225515.000000,92.606695
4,1185884.788013,287573.000000,62.289646
8,2035239.109473,294674.000000,6428.661447
16,2774625.323506,300503.000000,704.404003
32,2425987.690137,279880.000000,99075.115630
64,2846877.722746,292317.000000,2146.691641
128,2671040.900964,270112.000000,127224.948803
256,2747444.175690,295738.000000,549743.084817
512,2122049.676470,295279.000000,69037.902865
1024,2856799.161377,287623.000000,745854.859607
2048,2012104.332388,259827.000000,616003.481792
4096,3480875.873711,303454.000000,1000508.048214
8192,3169689.298733,290334.000000,1034490.228577
16384,1731782.022309,306290.000000,572264.047235
32768,1659428.740403,114244.000000,1380885.699820
65536,3016274.097367,242941.000000,2300650.877294
