frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,2185544.961457,262507.000000,79.404030
4,2608927.796414,299808.000000,149.539292
8,1623221.274957,255963.000000,163.134913
16,1813705.989470,280959.000000,87.658428
32,2646912.002783,282338.000000,3488.171011
64,2390872.455276,298281.000000,1045.087556
128,2735859.287985,278025.000000,568.674775
256,2199098.138305,296455.000000,18546.268331
512,2972439.381042,297001.000000,437591.455679
1024,2259558.737705,297703.000000,329423.826974
2048,1794316.764408,244196.000000,74553.902701
4096,2472022.743991,274583.000000,342700.132329
8192,3929034.365831,299260.000000,1965280.972984
16384,4726684.403617,293241.000000,1425472.818947
32768,3797608.205019,212607.000000,3615982.757209
65536,972189.960583,78064.000000,957073.112085
