frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1520823.011459,289390.000000,107.587174
4,1308667.590455,223339.000000,634.705443
8,1920413.716914,280916.000000,12334.469547
16,2844044.831737,298318.000000,244233.080689
32,2722824.549684,298442.000000,75540.879383
64,2711596.541256,295317.000000,40452.928435
128,2726773.780891,295934.000000,1654.405633
256,2715009.833109,288927.000000,250310.184277
512,2746019.693693,286909.000000,342154.353294
1024,2453359.449449,253579.000000,184445.861390
2048,3225775.370089,297474.000000,678906.337238
4096,2903475.014862,302360.000000,743213.877993
8192,4018198.931865,300368.000000,338712.540922
16384,2218590.126668,273252.000000,1251332.179264
32768,1189830.526783,106493.000000,584681.542014
65536,556286.938398,82842.000000,0.000000
