frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1219643.711423,282715.000000,5812.341439
4,2197357.715784,283282.000000,328.304736
8,1305931.717496,202994.000000,212.249853
16,2284036.109474,295777.000000,233.287376
32,2397309.032802,289312.000000,1643.169498
64,2180041.248031,296906.000000,287.869762
128,2667251.878157,298674.000000,86685.810725
256,2335249.759883,277411.000000,36116.645622
512,3373258.097466,294359.000000,582321.563334
1024,2408714.274990,250415.000000,101594.244148
2048,2101363.093045,293474.000000,562478.012534
4096,2219999.981712,238454.000000,944327.041723
8192,3590727.913991,277222.000000,1781511.102568
16384,2146080.700940,288565.000000,947258.030445
32768,3395855.324056,207013.000000,3224247.204299
65536,6027295.935034,302259.000000,5392850.075505
