frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,462183.674232,113734.000000,144.104129
4,1309743.811389,297690.000000,101.419919
8,1881657.934810,283508.000000,97.611475
16,2164280.405082,299970.000000,234.345898
32,2334150.893360,296888.000000,252748.058103
64,2330863.296340,302203.000000,3052.781519
128,2243688.697705,293214.000000,59312.262737
256,2176846.909453,301719.000000,76929.591524
512,3119427.409952,286309.000000,610225.606513
1024,2473094.509110,298104.000000,701598.459933
2048,2854582.932635,297208.000000,522812.909822
4096,1642676.090298,143521.000000,1197385.238320
8192,1801578.381826,210892.000000,960646.259670
16384,1327266.709510,173953.000000,709699.576486
32768,3927865.909344,242951.000000,3601337.101831
65536,5114576.323631,303752.000000,4169282.431513
