frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1316997.835816,238540.000000,172.780207
4,1092200.630274,240281.000000,381.668705
8,1551015.071934,251890.000000,262.836451
16,1442138.854022,267038.000000,533.940072
32,2405611.798859,292086.000000,34316.737622
64,2362618.674110,279870.000000,210396.041422
128,2180447.315244,277898.000000,4003.857765
256,1899000.736788,271007.000000,160330.836616
512,3037445.190270,284675.000000,350070.564328
1024,2955579.088625,300417.000000,617537.035318
2048,2580858.580622,294657.000000,123915.996574
4096,3219898.366822,290580.000000,207662.173756
8192,3107025.196047,258620.000000,1019699.320430
16384,3219392.141535,292413.000000,282609.685494
32768,5263980.094172,303688.000000,3653665.033653
65536,1933107.504989,135106.000000,1767439.087542
