frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1597333.075361,247619.000000,209.618701
4,1388345.280851,249126.000000,104.556205
8,1398040.210460,279613.000000,50633.340034
16,1702347.591120,280368.000000,1423.088543
32,2365770.951155,300911.000000,14633.777264
64,2422672.365235,302834.000000,295383.568934
128,2795147.472424,300581.000000,259737.713226
256,3146725.947051,291320.000000,167267.855737
512,2543594.862327,268612.000000,371852.275908
1024,2931901.351728,303828.000000,733930.735957
2048,3100784.510711,303488.000000,405332.861425
4096,1235373.875570,257655.000000,510193.482101
8192,2407654.886783,301272.000000,463589.766504
16384,2029458.797803,245304.000000,968460.375492
32768,983568.716937,99153.000000,707822.191662
65536,2678668.965085,273358.000000,0.000000
