frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1279421.213788,288948.000000,3759.034717
4,1599099.331012,255494.000000,211.966979
8,1754953.869173,289161.000000,706.818930
16,2142114.143487,294232.000000,1083.268665
32,1783953.041251,281699.000000,1576.335307
64,2531782.912036,276281.000000,351.459813
128,3242176.824896,299311.000000,235240.414155
256,2961114.531479,292737.000000,55484.377279
512,2377715.787030,299507.000000,642601.851603
1024,2576937.600163,294072.000000,306267.468323
2048,4054202.349474,302967.000000,916161.623249
4096,4272301.328996,297352.000000,1541043.488514
8192,3150866.299833,284836.000000,1854310.736070
16384,2875455.712393,247607.000000,1248454.192442
32768,2018233.630485,204228.000000,307380.968531
65536,5023160.590157,282984.000000,4338033.295858
