frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1050361.426436,286788.000000,132.600905
4,1368595.359049,228658.000000,199.639675
8,1989352.714564,290556.000000,81686.320887
16,1763089.244966,287345.000000,17590.044542
32,2249476.819646,295676.000000,4025.066708
64,2836532.223444,292444.000000,19037.855315
128,2805513.600367,301945.000000,270371.272622
256,2607220.866294,298989.000000,123890.391464
512,1927914.310138,294562.000000,51676.030875
1024,3095737.484309,296274.000000,785247.924381
2048,3384279.794664,295024.000000,86338.531033
4096,1366206.228998,136207.000000,160370.784590
8192,2085653.094330,303833.000000,1051302.736237
16384,1851426.804720,150088.000000,1569608.774741
32768,812684.261379,146413.000000,125994.932108
65536,3254433.602554,291883.000000,1547605.981102
