frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1830267.671731,277303.000000,72.131824
4,2418126.799562,296204.000000,152.980391
8,1479542.775056,296367.000000,104.575332
16,2309862.470764,297480.000000,183165.122321
32,2287509.667676,297154.000000,1934.791720
64,1851665.145165,256170.000000,14302.815003
128,2969705.227499,289701.000000,897.408491
256,2796336.455103,287846.000000,303256.234841
512,1035195.256200,267445.000000,142999.816769
1024,1904028.992987,295693.000000,220203.026984
2048,3094925.740594,301387.000000,1391247.954627
4096,2266272.558653,277039.000000,759429.138920
8192,1618867.673798,275549.000000,720022.783669
16384,1892380.168485,203301.000000,404195.789555
32768,1144504.005742,122606.000000,826225.935435
65536,1382248.198844,179135.000000,0.000000
