frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,467536.379187,107989.000000,2709.365055
4,1894419.722886,299360.000000,351.377290
8,2086465.270539,294914.000000,15205.838583
16,2635295.793968,296105.000000,19911.117347
32,1920737.910160,296232.000000,186.528818
64,2693969.870661,299883.000000,273460.528525
128,3022097.140428,298593.000000,364818.562643
256,2763145.888658,295601.000000,210101.947445
512,3208188.050264,289345.000000,567777.604452
1024,2834997.020283,297829.000000,73303.419866
2048,3039526.705795,300298.000000,366242.697522
4096,3130774.869121,300921.000000,509572.599516
8192,3145287.449265,280605.000000,643794.092582
16384,4925244.648694,287033.000000,3511239.309668
32768,5643250.212668,297000.000000,4034798.927387
65536,2863328.107154,280799.000000,1997685.608935
