frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1645680.158548,242803.000000,64.830548
4,1769606.993090,284211.000000,353.741431
8,1433791.231451,283570.000000,145.003448
16,1859234.043138,301313.000000,278.174406
32,1572912.948624,256982.000000,3207.679691
64,2047357.916864,271594.000000,24202.700035
128,2954227.972480,303404.000000,10394.424275
256,3057706.480659,294645.000000,199722.567060
512,2184266.836671,256348.000000,197698.970637
1024,2794036.071608,292324.000000,830532.023853
2048,3438229.995544,291677.000000,366125.356083
4096,3021162.844306,293349.000000,570865.553365
8192,2269755.447858,254526.000000,450309.526797
16384,2442452.767863,238825.000000,235971.689001
32768,1576258.857388,271101.000000,292794.167893
65536,4600288.732601,284814.000000,2860063.846251
