frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1577109.064354,256854.000000,567.849452
4,2443498.876704,299327.000000,1148.305273
8,2296826.046084,287809.000000,239.699812
16,1343458.711957,238889.000000,568.507696
32,2529327.209160,284070.000000,782.143209
64,2732878.450504,293902.000000,284529.178702
128,2251650.293737,294543.000000,244255.258287
256,3388830.062066,299834.000000,69863.452620
512,3162664.290784,302338.000000,383623.583979
1024,2640700.170823,261776.000000,622485.245202
2048,3854532.208033,302316.000000,1111224.944741
4096,1823777.390211,249616.000000,578270.147262
8192,4069374.036163,272740.000000,2545075.000850
16384,1974744.924621,175650.000000,1612641.978035
32768,1527944.380235,130038.000000,1321370.669702
65536,4781932.589292,301156.000000,3913031.565141
