frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,679767.280872,129510.000000,124.040316
4,1924445.828341,295867.000000,131.821849
8,1493855.446477,287606.000000,370.405184
16,2056109.736391,297217.000000,86.261231
32,2735436.517627,290557.000000,83216.679097
64,2904185.413034,284999.000000,404.257344
128,2766293.599311,287806.000000,3423.770874
256,2309675.599967,292616.000000,260349.984139
512,3181122.633992,298511.000000,142359.410974
1024,3049952.177478,292290.000000,120691.978967
2048,1872975.358762,197741.000000,526218.190876
4096,2766817.489991,297624.000000,346916.106374
8192,2602893.576782,294559.000000,733181.130954
16384,2828809.038900,273405.000000,402087.558601
32768,4369726.506605,275455.000000,3106604.285488
65536,188514.071782,41972.000000,0.000000
