frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,333298.847731,6037.000000,7371.600505
4,1202730.922546,16670.000000,4470.676347
8,324279.575431,6199.000000,7949.006227
16,225802.969653,6021.000000,3471.289098
32,812626.498912,13890.000000,11943.673262
64,605804.673975,11214.000000,17120.721071
128,1499467.010905,21643.000000,26430.295761
256,814882.716594,17549.000000,38992.002949
512,958198.546028,15116.000000,111291.081561
1024,1355372.563134,22009.000000,246366.220684
2048,1838767.511283,27708.000000,32147.637736
4096,1346009.714602,22600.000000,197620.180495
8192,1153806.593231,21307.000000,198370.150335
16384,1545359.814496,28257.000000,179547.386714
32768,821318.199383,17177.000000,416862.438207
65536,654482.320360,18939.000000,571412.609997
