frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,853286.609089,15703.000000,22867.580305
4,1247148.052680,20768.000000,19831.566378
8,1006387.656353,16762.000000,34690.234548
16,1166934.820972,19268.000000,47816.174000
32,403405.293055,8156.000000,7279.225714
64,2400210.800672,37968.000000,118079.199392
128,1970528.687187,32423.000000,17540.079532
256,896731.060203,18911.000000,9662.857807
512,1459298.819162,26860.000000,261095.576809
1024,1599057.705509,34116.000000,339542.746686
2048,1752886.940917,28155.000000,106811.173287
4096,1295547.203943,22941.000000,419737.172950
8192,1739874.331069,32429.000000,367848.192768
16384,1378702.512015,27566.000000,647163.492074
32768,1969029.332478,31822.000000,385084.849679
65536,3907669.568710,50150.000000,1116016.794521
