frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,4511796.285341,57807.000000,40266.944508
4,632978.457508,16104.000000,14708.881263
8,3040935.391758,44621.000000,4008.779365
16,718250.665513,15498.000000,26704.523025
32,593142.471710,14386.000000,1581.662100
64,149585.824706,4969.000000,4847.788877
128,1517526.608833,23829.000000,53710.963043
256,1910990.177668,36978.000000,96207.700144
512,1212950.689262,17380.000000,66167.317083
1024,3167154.658775,52243.000000,94005.949849
2048,4531192.075590,53026.000000,910630.657363
4096,2080813.095567,36267.000000,348153.695943
8192,3458635.014287,53981.000000,905386.981432
16384,718696.431578,19478.000000,445852.553505
32768,3860743.353401,57687.000000,2068780.123185
65536,2224189.511888,35200.000000,362898.887341
