frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,3470729.772914,69307.000000,24.899799
4,4161085.448114,67946.000000,107348.220311
8,729704.914889,13645.000000,4196.544412
16,828654.290889,18219.000000,230.336710
32,372439.740268,10818.000000,13502.086691
64,1900830.417004,44217.000000,19894.023072
128,1914195.434235,37167.000000,3050.383582
256,265379.720246,9151.000000,11266.274895
512,1800442.368799,31167.000000,289745.385936
1024,1097183.591450,17657.000000,182501.113797
2048,1191724.429708,17916.000000,56302.306978
4096,1998989.527760,31337.000000,384687.229802
8192,4321264.984789,62749.000000,932988.534835
16384,630487.853378,15771.000000,139167.968567
32768,1315129.335844,26027.000000,88524.561377
65536,808714.624397,27124.000000,505669.140535
