frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,1155966.961819,21068.000000,2048.000000
4,1598099.880205,33255.000000,49820.794685
8,1498362.863216,24796.000000,33110.021519
16,455174.352257,8216.000000,13213.824200
32,434850.973471,11256.000000,16241.022043
64,332917.383622,14844.000000,10613.595856
128,656052.335918,11831.000000,27692.994349
256,263524.812898,8442.000000,2629.362660
512,1044341.600733,19505.000000,228765.397678
1024,294498.160515,8478.000000,116699.237560
2048,1967605.479128,34839.000000,551460.533129
4096,2181841.755751,48019.000000,386677.399915
8192,2977691.598898,47219.000000,1285907.204248
16384,2106028.906490,66131.000000,99629.089818
32768,1095247.257562,23381.000000,671710.710591
65536,1266607.975040,28566.000000,1005523.640127
