frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,1057498.145834,40146.000000,8769.782380
4,519554.718489,12403.000000,15291.280260
8,775006.582570,15224.000000,66.947741
16,2465902.350616,49668.000000,139133.923825
32,874819.782995,14170.000000,42647.042699
64,1479910.149078,24475.000000,104973.742131
128,2424956.241101,46413.000000,224649.287927
256,755922.318016,16852.000000,40916.211518
512,1318988.278881,35541.000000,2570.962855
1024,1856262.300501,33638.000000,10975.968613
2048,1415828.040409,25419.000000,333772.406244
4096,1603012.138714,35667.000000,178552.287275
8192,2214852.448081,39343.000000,969575.944365
16384,422065.198229,16002.000000,67134.872041
32768,1846609.382007,41762.000000,1092846.853313
65536,1826607.475486,37793.000000,1112817.926284
