frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,610072.326888,8480.000000,11528.326852
4,394095.634254,7307.000000,11387.422931
8,1124557.448343,18597.000000,9485.432410
16,1013876.845568,18417.000000,44423.285955
32,673676.371060,12968.000000,21099.320392
64,1401731.039075,24100.000000,63380.805083
128,1124556.985298,18994.000000,22868.861231
256,988844.961398,18385.000000,23144.078141
512,1042290.007889,19446.000000,137072.424652
1024,938785.141711,14762.000000,18259.139136
2048,1116789.974664,19278.000000,243108.174108
4096,716608.854764,16057.000000,208012.208546
8192,755479.914337,14014.000000,227235.271270
16384,1321455.505519,30511.000000,300593.477200
32768,420142.134559,10894.000000,0.000000
65536,1459086.837653,24530.000000,567095.000430
