frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,244512.800769,8226.000000,13080.252712
4,789090.056837,15036.000000,11649.467971
8,203789.085738,7071.000000,2703.056603
16,1859974.190661,30286.000000,65654.731475
32,1778177.010346,37056.000000,105421.312532
64,2730234.562635,43733.000000,202719.359246
128,3284014.013145,64879.000000,492511.473804
256,1174885.037311,22053.000000,138373.334678
512,2757568.143051,41870.000000,404222.522512
1024,3014665.333300,50971.000000,466613.362904
2048,1431891.101519,31073.000000,309561.976735
4096,2397818.604028,49270.000000,1161819.837885
8192,4170963.809805,55684.000000,868486.720160
16384,2602389.953518,44014.000000,1078992.254699
32768,2632307.945357,61806.000000,799696.499577
65536,2182117.074557,35576.000000,1006765.178479
