frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,696989.766649,12962.000000,8536.558381
4,346390.289376,6921.000000,12816.226239
8,185997.630291,4038.000000,4481.855196
16,724966.883082,10579.000000,19505.689888
32,489646.265743,10620.000000,25113.500353
64,853499.945764,13772.000000,35581.045375
128,538844.529847,10309.000000,27893.466995
256,1834919.980465,30023.000000,149280.650163
512,928835.530806,16468.000000,146582.873850
1024,830909.333484,13182.000000,41232.894526
2048,680088.191311,11689.000000,50843.755093
4096,931011.918939,14105.000000,140163.064725
8192,1521645.370563,27463.000000,392043.510368
16384,1278283.162802,17633.000000,296606.352963
32768,2148098.565338,47027.000000,1886448.701099
65536,3771822.977787,60207.000000,3044158.199664
