frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,662122.754786,18119.000000,20.542639
4,7694216.818903,99565.000000,184606.678498
8,1873132.963453,36992.000000,32933.598695
16,781976.635315,19631.000000,107.661507
32,1352197.728079,28096.000000,75702.645865
64,2090803.539689,37254.000000,49520.793774
128,3736332.705896,58808.000000,30585.477109
256,24279153.339828,266679.000000,1921294.132888
512,4254587.018826,103732.000000,124235.008146
1024,2068166.535069,38528.000000,28219.767185
2048,964145.198670,22220.000000,260367.609623
4096,6349732.400439,106999.000000,51984.662873
8192,2199720.032185,53356.000000,324122.729383
16384,2407052.631693,37916.000000,1303724.685742
32768,282910.376340,7920.000000,74906.224875
65536,913360.536687,19665.000000,629920.984454
