frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,144583.050016,3885.000000,2697.238588
4,485004.416212,9258.000000,15076.085500
8,636322.477804,11092.000000,13494.986551
16,720669.331758,12479.000000,2974.839155
32,797749.910709,14177.000000,1914.004441
64,639705.475909,10976.000000,38278.710127
128,1216800.590596,19836.000000,12616.213655
256,1033733.801754,21442.000000,15343.170761
512,1127755.751549,21958.000000,21373.963718
1024,995499.812860,17533.000000,210673.408664
2048,1545060.667960,31351.000000,24434.629279
4096,1255123.094219,21838.000000,293608.497178
8192,673109.643672,15222.000000,321280.192284
16384,503205.923160,11806.000000,168841.452289
32768,1451521.782363,22026.000000,560098.526230
65536,1852290.425361,28196.000000,0.000000
