frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,495273.898979,12227.000000,8030.265936
4,782629.002318,23098.000000,34399.116631
8,426525.723295,9061.000000,1933.639315
16,1440109.921698,41947.000000,41171.430131
32,332726.768248,8641.000000,1968.929912
64,884567.277235,15393.000000,1549.402788
128,617631.603692,17237.000000,394.272748
256,2125915.066197,41905.000000,52423.735111
512,1514706.820171,43601.000000,25563.559690
1024,890480.556809,17063.000000,56032.496901
2048,3208364.192699,52813.000000,547247.885074
4096,1809153.614642,28537.000000,389594.158797
8192,1965884.702406,47525.000000,1213673.972911
16384,2376327.996489,47271.000000,1090744.029882
32768,401354.437936,11015.000000,290598.606673
65536,2168233.755287,39192.000000,1583550.340692
