frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,3546779.980830,66105.000000,27481.797849
4,2079215.069829,43927.000000,71553.584473
8,683236.749880,14280.000000,14498.138156
16,3892096.077680,61369.000000,106805.474663
32,3857889.120021,64934.000000,1638.296676
64,662183.361913,17896.000000,4967.830613
128,2465608.281414,39538.000000,231189.996730
256,3143684.141241,53069.000000,331407.828657
512,890599.002862,17097.000000,12483.685514
1024,1143825.058862,22711.000000,31149.974767
2048,957491.935964,19583.000000,164755.623840
4096,1399670.414500,23744.000000,387793.716802
8192,1683234.622475,26579.000000,754259.572562
16384,639399.824312,18028.000000,221340.188420
32768,1380686.490698,36562.000000,474367.683985
65536,2603171.221024,47768.000000,2387990.832285
