frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,1158418.678345,15412.000000,16622.733800
4,648512.629672,16512.000000,4628.560683
8,899491.767912,14158.000000,30853.140780
16,394546.443299,8836.000000,13361.474956
32,1069956.057025,21055.000000,20251.333586
64,1006382.690605,22120.000000,44854.722672
128,980841.381029,13976.000000,48678.534715
256,763476.642801,16810.000000,31510.642662
512,502503.913400,11979.000000,46007.383407
1024,1590577.948099,23950.000000,26609.024747
2048,1503147.661981,23362.000000,120982.441358
4096,1153716.155356,21439.000000,454389.179413
8192,2557555.757751,35055.000000,107193.138694
16384,1352966.174462,23282.000000,560472.616260
32768,2733508.898187,50377.000000,718961.946374
65536,3236820.642345,51124.000000,2616615.134903
