frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,825266.819283,16203.000000,12167.868260
4,177029.542738,5234.000000,5559.182044
8,2279267.218178,35673.000000,104734.361253
16,295917.955476,7244.000000,11762.132842
32,741043.699173,12739.000000,32905.890217
64,1385291.312082,23921.000000,1401.993937
128,2716016.538606,37519.000000,136050.391109
256,286453.791141,6341.000000,7470.994378
512,474482.877101,9587.000000,2919.065604
1024,2028008.449532,30660.000000,56522.975957
2048,1035494.266701,28857.000000,98327.105230
4096,724740.306847,18253.000000,212070.498007
8192,652779.273366,13050.000000,73089.137175
16384,3209300.206958,69380.000000,1434576.703223
32768,2510480.176631,40174.000000,987645.768709
65536,1649216.562685,34748.000000,1023758.757608
