frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,3997650.035596,56790.000000,3956.911422
4,594541.810161,11779.000000,8816.933254
8,3123294.177093,53123.000000,101936.343043
16,931564.516048,18527.000000,604.182092
32,406140.432027,8901.000000,24332.874245
64,2422639.506780,40315.000000,157930.897724
128,2608292.912580,55745.000000,29367.268889
256,597963.182469,16368.000000,47053.541355
512,1380852.384999,22275.000000,205971.641985
1024,5563085.865998,92736.000000,202690.516621
2048,519432.904961,11548.000000,96462.394605
4096,1341631.616560,42648.000000,270055.229025
8192,501707.458103,14501.000000,80646.215689
16384,547591.609834,14432.000000,91455.875776
32768,842415.565801,17832.000000,0.000000
65536,2633242.013839,40002.000000,1497263.489662
