frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,2356429.915309,40695.000000,4489.806455
4,359908.851997,11735.000000,217.253308
8,1154568.583936,48814.000000,9855.735132
16,6924836.175834,91555.000000,243360.376329
32,1207250.504944,25012.000000,74421.182442
64,3559248.010348,68819.000000,96884.814460
128,9520347.465813,133254.000000,775974.869523
256,1621696.023733,48869.000000,224288.785810
512,8531513.438790,150369.000000,1655643.326483
1024,1441845.954931,27316.000000,126419.500798
2048,2616430.589584,52146.000000,384901.897943
4096,2572408.210797,65764.000000,1556773.034386
8192,414698.604951,15542.000000,44825.456004
16384,129859.622289,4189.000000,63803.529871
32768,3268186.071686,56020.000000,1980127.246696
65536,1257318.779915,23275.000000,672001.665845
