frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,542420.157283,11397.000000,17006.705942
4,999875.144564,13706.000000,15474.135711
8,540082.649831,9739.000000,17825.315257
16,1223019.462207,20067.000000,25788.757182
32,933404.668668,18075.000000,5906.904096
64,899988.950367,12735.000000,39517.352556
128,1974029.987129,30858.000000,138948.526390
256,427875.069469,8852.000000,28145.824770
512,1683023.066585,24287.000000,206665.993930
1024,2354715.418552,35837.000000,65559.085724
2048,1016617.678401,14596.000000,96155.959041
4096,1814884.154495,35746.000000,384071.995571
8192,1294084.124778,28440.000000,726560.589556
16384,808064.352414,15719.000000,309216.992124
32768,2360649.051492,51188.000000,1998187.404811
65536,394152.007226,12792.000000,0.000000
