frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,295334.171937,8340.000000,4603.983710
4,3802450.803375,58779.000000,99790.097384
8,517520.308791,10797.000000,12295.148474
16,1045347.332443,23769.000000,26129.850880
32,1847167.130591,25718.000000,60766.788248
64,1615702.580281,31905.000000,3778.157752
128,1458882.569729,33683.000000,105964.477048
256,5458635.822885,87614.000000,105662.203782
512,827037.689274,21474.000000,9959.818322
1024,2553122.646533,35077.000000,250085.469784
2048,3359514.241686,47551.000000,293770.096320
4096,1078071.690245,19330.000000,298434.346785
8192,1318364.761519,27386.000000,284052.220924
16384,787847.659616,23402.000000,84865.056124
32768,1889352.629455,29584.000000,284567.175667
65536,1383540.116447,23988.000000,647501.099109
