frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,622670.652499,15307.000000,8924.068075
4,268261.046941,6348.000000,1248.077722
8,578735.716549,12313.000000,9708.495507
16,1119913.912294,17642.000000,68996.196482
32,1159810.846296,21312.000000,67848.088639
64,502254.927277,11529.000000,27626.541948
128,1562842.316348,26821.000000,136267.595337
256,1156950.971596,24527.000000,84806.664143
512,930413.819671,21619.000000,184983.836691
1024,387093.005451,6583.000000,33665.442668
2048,1772580.204825,25983.000000,82000.095427
4096,717453.869542,16761.000000,174538.564103
8192,1247790.053335,25752.000000,490805.747236
16384,1824825.934081,29233.000000,664495.737993
32768,3643471.658652,50647.000000,1417730.048419
65536,1107352.867832,24298.000000,759967.729412
