frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,956791.982507,19534.000000,25064.490739
4,4480321.472743,116725.000000,92067.348653
8,794081.011205,19851.000000,4131.627524
16,7324049.789149,115144.000000,335030.711586
32,1648581.858153,39454.000000,22270.817991
64,1709690.914521,40086.000000,173975.939144
128,831605.219873,23875.000000,109088.368651
256,15559089.949957,208554.000000,3551.420420
512,2650332.554757,59725.000000,43281.761240
1024,1766038.819987,38197.000000,2872.426152
2048,7985904.307098,96999.000000,1537050.398708
4096,3004746.849504,61943.000000,1015147.051074
8192,4052152.214011,69848.000000,1438609.485808
16384,3805375.653368,82392.000000,905919.252991
32768,3361324.030886,48156.000000,1710684.584224
65536,1210415.247120,28430.000000,322018.790927
