frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,3099603.231489,52967.000000,1926.083591
4,465490.506191,11804.000000,13979.420374
8,985078.007930,17921.000000,1877.813356
16,487788.335757,13956.000000,27401.464596
32,16218647.136830,226171.000000,541488.334715
64,2944530.888130,56534.000000,192357.604861
128,297489.875715,9446.000000,3745.702471
256,382711.980777,11481.000000,60827.305382
512,2967875.239488,46297.000000,374842.209910
1024,1410360.786944,55922.000000,6907.223321
2048,10211607.795539,153673.000000,550700.225892
4096,2805673.028436,45455.000000,706157.202046
8192,1179780.622813,24263.000000,406069.878288
16384,6419538.932314,99917.000000,2623379.072651
32768,1680447.711386,31855.000000,1041566.798193
65536,1957185.173303,31961.000000,935951.439253
