frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,599132.311010,10730.000000,6609.824960
4,296950.876840,5904.000000,12498.388536
8,426176.596582,6987.000000,9906.969718
16,761601.551287,11601.000000,7053.607375
32,1303507.899940,21259.000000,24608.618226
64,458139.905613,8934.000000,16902.882506
128,1113112.424039,17934.000000,96808.111453
256,1229438.252359,21200.000000,76704.377346
512,887122.288906,18552.000000,31373.242277
1024,668244.453672,12820.000000,163158.397611
2048,1005300.861847,20377.000000,268847.736671
4096,789472.724863,16584.000000,359333.584487
8192,1466983.010543,22119.000000,588245.165974
16384,798807.037216,16154.000000,290285.849717
32768,526816.893416,14386.000000,367237.960274
65536,2899336.666964,53425.000000,1308551.559784
