frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1230761.189253,246817.000000,5597.060746
4,2326874.764792,300821.000000,190902.015037
8,1528365.122503,219774.000000,79.937476
16,2240558.847846,281170.000000,143.892321
32,2842822.454203,300886.000000,195104.698490
64,2893807.305176,269555.000000,457.816557
128,2229122.661426,300939.000000,1545.478890
256,2111659.660895,202543.000000,182306.111209
512,3384209.916315,300960.000000,247234.923243
1024,3197992.923550,282458.000000,485671.166787
2048,4058159.969684,292971.000000,1543640.303775
4096,2546922.324473,260238.000000,674601.969999
8192,2986195.662110,277893.000000,1558896.497654
16384,1053275.224336,190418.000000,316078.444097
32768,5597028.862764,299633.000000,1248415.490529
65536,7058117.462373,291587.000000,6610080.569785
