frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1545304.472593,288731.000000,74.759615
4,1087417.583984,274652.000000,184.002717
8,2354070.835048,307694.000000,212455.275107
16,2438296.877985,300728.000000,10118.444001
32,2486935.223539,304473.000000,221449.523025
64,2711457.330954,301639.000000,1031.588581
128,2788096.653180,302015.000000,991.923384
256,2560212.776456,307551.000000,144012.385026
512,2862193.460265,295303.000000,248417.760832
1024,2223626.257115,287145.000000,457492.659738
2048,2890167.110221,275629.000000,298163.726130
4096,2626106.712423,295614.000000,298569.336409
8192,3189166.671583,303073.000000,1215814.452120
16384,2408070.376844,184737.000000,1621333.171500
32768,567653.429859,64902.000000,204089.877429
65536,3090475.856107,248803.000000,1340668.417006
