frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1971129.777912,303723.000000,208540.007253
4,838613.698321,228944.000000,65.069194
8,2116962.213079,280149.000000,102.829957
16,2489842.367169,292023.000000,128.992248
32,2604611.206571,298620.000000,7650.698596
64,2255980.097456,297636.000000,7166.181340
128,2805725.015999,295778.000000,4347.531714
256,3316037.185352,298213.000000,228600.500529
512,2536463.016454,262550.000000,129050.397737
1024,2219386.161702,271634.000000,144014.563871
2048,3419763.618548,281845.000000,572765.129337
4096,3107952.737258,277271.000000,904973.851548
8192,3692907.540282,301580.000000,2083947.554212
16384,4592161.423301,295748.000000,1161803.569504
32768,4730980.434119,303149.000000,2630039.191421
65536,3188409.755727,298955.000000,2202872.318603
