frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1595477.675738,291182.000000,48.795492
4,1904877.162545,283418.000000,492.332205
8,2676882.608783,306558.000000,141.650980
16,1115822.421884,256201.000000,76.700717
32,1974354.934849,300508.000000,257081.361930
64,2180964.054580,272879.000000,623.081054
128,2374530.430192,295374.000000,162907.365015
256,2689929.355683,287771.000000,205899.624898
512,3125130.020363,301857.000000,589041.721148
1024,2133493.427093,306306.000000,256566.318415
2048,2246247.298117,259891.000000,658349.100807
4096,4034394.763846,298009.000000,799576.262552
8192,2306064.778764,303372.000000,918350.349305
16384,1835277.445457,178340.000000,261126.663648
32768,4408818.996819,297947.000000,2227654.485817
65536,2274638.425509,294438.000000,1857033.847540
