frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1073968.006518,245902.000000,9116.561358
4,1708085.190560,245628.000000,1317.527229
8,2928835.616979,290276.000000,106686.872993
16,970341.902853,221900.000000,145.567854
32,1654801.207135,299226.000000,369.513193
64,1994997.121744,295351.000000,10924.680956
128,2721971.998904,284715.000000,9643.647495
256,2655746.568610,297522.000000,179581.233466
512,3182643.688095,276836.000000,256159.070761
1024,2740909.793320,278808.000000,94480.397332
2048,4038661.959319,283307.000000,1440512.248966
4096,2846946.973587,275107.000000,719091.419336
8192,1574245.731051,213104.000000,420208.782844
16384,3058530.819225,278566.000000,1140684.312159
32768,5348367.758053,289640.000000,1966005.328535
65536,2656572.318503,180141.000000,1712434.591504
