frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1110140.520264,208197.000000,287.278610
4,1271174.783429,276102.000000,103.368274
8,1638285.771258,294814.000000,259662.010860
16,2243951.461710,302349.000000,2848.305637
32,2255522.999540,292907.000000,12789.683890
64,2721701.891228,295456.000000,21346.021081
128,3234918.542926,302981.000000,100368.219741
256,2602725.467561,278217.000000,312436.744620
512,2702790.386370,282640.000000,47901.764988
1024,2666330.449840,292546.000000,576044.696191
2048,2455384.039276,300886.000000,649140.932227
4096,4284133.420068,299773.000000,808332.362345
8192,4841347.268151,278910.000000,1955317.374044
16384,3546473.815419,302086.000000,2092304.030578
32768,5229177.063239,302059.000000,3829038.938481
65536,1279399.479209,154607.000000,0.000000
