frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1300212.275841,280510.000000,519.966345
4,2389447.307738,286773.000000,66794.153524
8,1413358.131575,285042.000000,3365.230601
16,2257346.868873,254120.000000,176604.570241
32,3014425.289204,293994.000000,107631.888583
64,2786631.924679,298811.000000,18513.913282
128,1783355.465283,290423.000000,105884.547045
256,3018504.077179,302208.000000,242354.657281
512,2684600.632424,294003.000000,124094.758987
1024,3111520.084970,299960.000000,418480.051094
2048,2560071.352911,293036.000000,640512.307284
4096,2793204.348751,296585.000000,357347.863906
8192,3587894.253497,295606.000000,1694132.429514
16384,4096259.779172,298318.000000,761220.919312
32768,3274437.013326,248024.000000,2099844.405871
65536,3674288.697484,188941.000000,3636993.498536
