frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2044399.923100,272426.000000,72.277244
4,1477395.551630,241313.000000,427.716027
8,1707290.144618,268768.000000,7008.509114
16,2518698.086314,286832.000000,2373.055204
32,1265894.299819,254290.000000,275.152685
64,1797346.690265,292447.000000,60903.270314
128,2206674.466307,298294.000000,2051.107506
256,2759555.629369,293607.000000,89879.667768
512,3031613.096735,279746.000000,464714.572008
1024,2801190.438494,272943.000000,153123.958031
2048,2903784.056906,291690.000000,1223116.922612
4096,4101956.275637,264500.000000,1728380.266044
8192,3659885.029627,300940.000000,494323.062031
16384,1684664.821523,254268.000000,1003399.814814
32768,2310076.697326,143563.000000,2165138.129399
65536,1500406.555574,193262.000000,1323958.948652
