frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1642425.143686,293275.000000,77.736735
4,746144.823159,247516.000000,236.095320
8,1835321.606295,300437.000000,1241.050764
16,2659580.148817,302375.000000,19054.070011
32,1991731.817152,301831.000000,13677.606041
64,2816886.628511,298651.000000,56078.520924
128,2932374.499309,281907.000000,187398.578535
256,2444652.710502,302879.000000,99540.626631
512,2166642.601735,295590.000000,50045.686038
1024,3451665.393684,298815.000000,253789.432412
2048,3093445.691191,295189.000000,143387.880454
4096,945502.770927,110654.000000,335258.293444
8192,2516468.515759,295881.000000,514802.778092
16384,2907289.344878,270083.000000,535431.933432
32768,1793173.544211,231609.000000,567376.326892
65536,1898082.519368,300325.000000,1601434.662975
