frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1398504.670945,273338.000000,71.721684
4,1342193.571084,271797.000000,2589.645922
8,1841184.371306,298148.000000,150.970196
16,1903895.699629,287092.000000,3308.017836
32,2326299.929686,294253.000000,3924.023191
64,2697363.357690,277062.000000,136542.516514
128,2358021.590155,299150.000000,31694.257903
256,2614555.867219,270543.000000,68648.991879
512,3266886.499008,292653.000000,438400.861574
1024,2587854.932443,298376.000000,647715.479524
2048,2307710.468056,296052.000000,287285.777744
4096,3024651.314371,300877.000000,750002.825837
8192,2068041.249376,293804.000000,634982.857322
16384,826418.917335,90762.000000,306370.479236
32768,1025781.559687,113905.000000,926576.539808
65536,1501808.037390,136172.000000,1249871.736089
