frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1020560.459444,282019.000000,71275.123963
4,1392947.699898,282907.000000,121626.728559
8,1657168.870281,267956.000000,85.615419
16,2183505.881788,298532.000000,122.861711
32,2071680.121685,290074.000000,1724.856516
64,3188448.504628,294590.000000,34963.049924
128,1985233.887976,290118.000000,61327.541358
256,2774757.168370,296239.000000,1195.171536
512,2965370.688308,299013.000000,88508.675315
1024,2912319.893362,282731.000000,160364.641973
2048,2851434.636346,279568.000000,453560.347026
4096,1896952.501863,298492.000000,395935.902006
8192,3965479.486602,296943.000000,1806948.748646
16384,1859871.295276,287653.000000,1179084.621865
32768,1416570.090587,149463.000000,461521.734707
65536,3926294.166887,247587.000000,2689161.501543
