frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,2249374.233180,286047.000000,71.000000
4,2210500.554004,285499.000000,283.547174
8,523165.473293,118184.000000,164.018292
16,2218456.717146,297562.000000,137845.179343
32,2196884.739834,290953.000000,92612.594554
64,2754922.676089,286126.000000,2737.704878
128,2558108.492156,273291.000000,24192.638178
256,2880520.661854,296104.000000,140773.094542
512,3598862.041838,301005.000000,120217.829921
1024,3447948.793569,277352.000000,107889.500286
2048,3269015.784705,299201.000000,620737.833976
4096,2638467.820967,296898.000000,757426.691504
8192,2868228.282977,293771.000000,818037.022897
16384,5315897.073662,289923.000000,487505.359280
32768,2294417.539887,193874.000000,1590379.779659
65536,595450.259956,102403.000000,0.000000
