frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1288058.851743,255515.000000,46.173586
4,2065779.599361,304840.000000,57.428216
8,2448153.733020,300460.000000,23.000000
16,2117064.544690,300437.000000,1602.080210
32,1348630.981218,278925.000000,215.851801
64,2695741.400705,304825.000000,652.678328
128,2167549.358884,299113.000000,151286.747229
256,2568042.984544,298202.000000,30987.249652
512,2771622.609782,299953.000000,347754.717906
1024,2217929.899436,293942.000000,486435.670830
2048,3164412.956120,295950.000000,857748.948762
4096,2509410.524834,272671.000000,265158.626260
8192,3220363.851444,297876.000000,1492614.820826
16384,4234756.857059,301474.000000,2813818.783798
32768,5876919.499915,305776.000000,4767985.592553
65536,2455499.580573,296938.000000,1362751.763352
