frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1511352.544063,284561.000000,68.942005
4,1733864.717835,276485.000000,206.116472
8,965922.250159,167518.000000,241.590563
16,1594134.654243,295981.000000,146.311312
32,2814224.595488,290441.000000,166.649332
64,1750971.166411,264741.000000,146604.570918
128,2809481.467599,305138.000000,290514.194522
256,2607053.708322,305554.000000,206338.530532
512,2374024.350479,290897.000000,139639.451077
1024,2805710.098916,298416.000000,117139.582849
2048,3776314.048378,298492.000000,835071.571320
4096,3277512.363107,272783.000000,984436.165862
8192,3902224.739668,298675.000000,1256816.271903
16384,2951845.456987,273810.000000,1294087.460043
32768,3690937.953250,294774.000000,1184484.357994
65536,2109675.162882,200993.000000,2042564.766746
