frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1454372.250913,276392.000000,93.005376
4,2024555.732324,265407.000000,206.358911
8,1097850.330861,179986.000000,538.920217
16,1897281.923243,307271.000000,316.704910
32,2143846.873258,281855.000000,15415.453156
64,2462991.735606,295469.000000,252175.851086
128,2983164.667541,301128.000000,3388.859690
256,2088059.489911,302380.000000,16774.821072
512,2724136.527712,291347.000000,146369.975511
1024,2607298.597475,232074.000000,292711.138037
2048,2309031.574003,284681.000000,466747.943350
4096,4622632.121745,299063.000000,1840534.130302
8192,2908619.926331,291563.000000,409085.905690
16384,3676602.983008,303931.000000,1337569.446886
32768,1761893.363425,146514.000000,861641.658413
65536,1285589.004676,144555.000000,1259537.792055
